1,0.11538,0.65385,0.23077,23.25000,13.00000,9.16667,1.00000,0
2,0.35659,0.30233,0.34109,23.30769,11.52273,18.36957,0.75000,2
3,0.16923,0.63077,0.20000,27.53659,10.15385,16.27273,0.88890,1
4,0.10687,0.06107,0.83206,19.87500,20.66972,18.64286,0.00000,1
5,0.08571,0.80000,0.11429,21.66071,-0.50000,16.83333,1.00000,0
6,0.25806,0.57527,0.16667,26.20561,8.16129,14.97917,0.93330,2
7,0.14045,0.75843,0.10112,17.75556,11.55556,12.60000,1.00000,1
8,0.34646,0.40157,0.25197,23.29412,13.18750,20.50000,0.50000,1
9,0.15504,0.71318,0.13178,23.90217,15.47059,20.25000,1.00000,1
10,0.28042,0.34392,0.37566,27.78462,15.14085,16.81132,0.75000,2
11,0.11043,0.71166,0.17791,26.26724,14.75862,18.55556,0.91670,1
12,0.26950,0.41135,0.31915,34.51724,17.40000,22.44737,0.86670,1
13,0.18919,0.59459,0.21622,24.21818,9.02500,15.94286,0.85710,2
14,0.34615,0.07692,0.57692,17.75000,16.96667,21.00000,0.00000,2
15,0.33083,0.39850,0.27068,23.22642,9.94444,19.65909,0.75000,1
16,0.36872,0.18994,0.44134,23.17647,18.72152,21.19697,0.50000,2
17,0.44800,0.19200,0.36000,28.04167,8.84444,18.37500,1.00000,1
18,0.51892,0.19459,0.28649,23.13889,16.71698,21.16667,0.44440,2
19,0.35714,0.26190,0.38095,22.51515,13.12500,20.15556,0.50000,1
20,0.27068,0.42857,0.30075,34.71930,16.17500,19.77778,1.00000,2
21,0.50000,0.12500,0.37500,20.00000,15.02083,19.89062,0.00000,2
22,0.28571,0.42857,0.28571,23.83333,9.95000,19.80000,1.00000,1
23,0.35075,0.40299,0.24627,23.22222,15.33333,22.29787,0.83330,0
24,0.06015,0.84962,0.09023,20.16814,9.25000,14.00000,1.00000,0
25,0.03968,0.93651,0.02381,25.20339,9.00000,18.20000,1.00000,1
26,0.37968,0.21925,0.40107,22.75610,12.98667,19.59155,0.66670,1
27,0.14439,0.69519,0.16043,22.48462,8.80000,11.59259,1.00000,1
28,0.15873,0.66667,0.17460,21.35714,4.45455,14.40000,1.00000,0
29,0.36765,0.48529,0.14706,23.84848,6.70000,18.88000,0.80000,2
30,0.43382,0.36765,0.19853,22.54000,11.48148,21.06780,0.16670,2
31,0.15909,0.62121,0.21970,22.85366,6.24138,16.80952,1.00000,2
32,0.12500,0.78646,0.08854,23.94040,14.41176,17.29167,0.94740,1
33,0.43077,0.18462,0.38462,27.08333,17.20000,24.46429,0.33330,2
34,0.45536,0.18750,0.35714,25.80952,12.77500,17.29412,0.75000,1
35,0.40146,0.36496,0.23358,25.86000,14.50000,19.98182,0.70000,2
36,0.07000,0.91000,0.02000,24.92308,3.50000,15.42857,1.00000,0
37,0.44118,0.23529,0.32353,31.37500,9.77273,20.30000,0.60000,2
38,0.26154,0.46154,0.27692,27.16667,12.61111,23.41176,0.77780,1
39,0.27273,0.35606,0.37121,18.27660,8.59184,16.25000,1.00000,1
40,0.52632,0.19298,0.28070,27.09091,9.93750,21.23333,1.00000,2
41,0.40476,0.26984,0.32540,25.47059,11.92683,20.17647,0.55560,2
42,0.38525,0.09836,0.51639,28.91667,16.52381,19.82979,0.40000,2
43,0.14615,0.51538,0.33846,21.58209,14.54545,12.47368,0.80000,0
44,0.48872,0.14286,0.36842,26.15789,11.44898,23.89231,0.40000,2
45,0.42857,0.16327,0.40816,31.37500,27.15000,28.42857,0.20000,2
46,0.40157,0.26772,0.33071,22.58824,16.28571,23.19608,0.42860,1
47,0.32374,0.38849,0.28777,26.92593,13.87500,19.68889,0.85710,1
48,0.45600,0.23200,0.31200,29.75862,9.89744,22.87719,0.66670,1
49,0.44149,0.13830,0.42021,19.00000,14.25316,21.33735,0.37500,2
50,0.45455,0.09917,0.44628,19.58333,19.51852,25.09091,0.25000,2
51,0.32692,0.50000,0.17308,22.86538,7.94444,16.35294,0.71430,1
52,0.25373,0.41791,0.32836,27.46429,18.00000,17.17647,1.00000,1
53,0.17486,0.69399,0.13115,21.07087,5.70833,11.71875,1.00000,2
54,0.07576,0.65152,0.27273,27.33721,14.47222,16.90000,1.00000,2
55,0.18898,0.62205,0.18898,21.39241,9.66667,19.08333,1.00000,2
56,0.15556,0.62963,0.21481,21.45882,5.31034,17.76190,1.00000,1
57,0.34586,0.35338,0.30075,23.59574,9.35000,14.41304,0.83330,2
58,0.36752,0.30769,0.32479,36.33333,15.86842,16.90698,0.80000,2
59,0.08333,0.83333,0.08333,19.77000,0.10000,11.60000,1.00000,0
60,0.40000,0.40667,0.19333,27.57377,15.75862,23.51667,0.70000,0
61,0.31414,0.35079,0.33508,30.70149,12.95312,16.91667,0.78570,0
62,0.37302,0.03175,0.59524,27.25000,16.36000,20.95745,0.00000,2
63,0.16393,0.71311,0.12295,20.73563,9.46667,22.05000,1.00000,0
64,0.55769,0.10256,0.33974,17.50000,8.94340,18.67816,0.00000,2
65,0.15493,0.28169,0.56338,19.15000,12.65000,18.27273,1.00000,0
66,0.31061,0.06061,0.62879,20.75000,19.10843,20.92683,0.00000,1
67,0.14844,0.57812,0.27344,22.12162,13.02857,16.42105,1.00000,1
68,0.14286,0.59184,0.26531,32.75862,21.53846,23.00000,0.80000,1
69,0.35115,0.26718,0.38168,27.80000,16.48000,19.02174,0.66670,2
70,0.34831,0.23596,0.41573,29.59524,15.63514,18.95161,1.00000,1
71,0.24806,0.29457,0.45736,22.81579,13.10169,15.93750,1.00000,1
72,0.15152,0.25758,0.59091,28.47059,16.26923,16.65000,0.80000,1
73,0.20290,0.55072,0.24638,26.05263,12.94118,16.78571,1.00000,1
74,0.23846,0.17692,0.58462,32.47826,18.72368,21.03226,0.57140,2
75,0.05426,0.62791,0.31783,24.72840,14.02439,16.14286,1.00000,0
76,0.16031,0.45802,0.38168,27.38333,10.40000,13.04762,0.71430,0
77,0.20000,0.56800,0.23200,29.66197,12.20690,17.20000,0.90910,2
78,0.24590,0.47541,0.27869,31.03448,8.70588,15.60000,1.00000,2
79,0.21229,0.53073,0.25698,25.58947,10.13043,16.05263,1.00000,2
80,0.31538,0.19231,0.49231,28.76000,15.71875,21.02439,0.42860,1
81,0.37234,0.28723,0.34043,26.27778,10.09375,17.90000,1.00000,1
82,0.43651,0.15873,0.40476,23.50000,14.60784,19.09091,0.00000,1
83,0.20661,0.05785,0.73554,8.85714,19.41573,11.92000,0.00000,1
84,0.23438,0.04688,0.71875,17.00000,22.38043,12.90000,0.12500,0
85,0.57672,0.12169,0.30159,24.65217,13.59649,18.69725,0.20000,0
86,0.36598,0.30412,0.32990,25.61017,13.79688,18.33803,0.71430,0
87,0.57895,0.22807,0.19298,23.23077,7.00000,21.66667,1.00000,1
88,0.28571,0.24490,0.46939,30.50000,29.26087,25.14286,0.20000,2
89,0.38342,0.21762,0.39896,26.26190,17.79221,25.35135,0.33330,1
90,0.20000,0.10769,0.69231,41.71429,23.62222,18.30769,0.33330,0
91,0.63846,0.08462,0.27692,22.27273,13.11111,22.32530,0.00000,1
92,0.28125,0.52083,0.19792,22.47000,7.15789,17.31481,1.00000,1
93,0.47244,0.17323,0.35433,31.09091,14.04444,21.45000,0.40000,2
94,0.46296,0.17593,0.36111,23.15789,16.46154,16.48000,0.33330,1
95,0.24227,0.46907,0.28866,26.15385,9.69643,18.63830,0.77780,2
96,0.26772,0.41732,0.31496,25.16981,12.30000,16.82353,0.83330,2
97,0.39153,0.30159,0.30688,23.82456,11.06897,16.82432,0.66670,2
98,0.48438,0.25000,0.26562,26.64583,11.50980,18.62366,0.50000,1
99,0.37864,0.26214,0.35922,23.18519,16.89189,17.92308,1.00000,0
100,0.12000,0.24000,0.64000,31.70000,16.20000,17.33333,0.44440,0
101,0.06452,0.71774,0.21774,29.53933,11.22222,21.75000,1.00000,0
102,0.22652,0.55801,0.21547,28.57426,9.48718,15.63415,0.93750,1
103,0.26866,0.58209,0.14925,25.12821,10.20000,20.83333,0.66670,2
104,0.45926,0.26667,0.27407,23.66667,13.10811,19.16129,0.00000,2
105,0.11111,0.65812,0.23077,21.79221,11.66667,16.53846,0.90000,0
106,0.23980,0.50510,0.25510,29.00000,11.40000,17.72340,0.82350,2
107,0.15323,0.63710,0.20968,21.87342,11.53846,15.63158,1.00000,1
108,0.38346,0.29323,0.32331,24.41026,15.23256,19.03922,0.75000,1
109,0.31746,0.24603,0.43651,25.80645,12.74545,18.27500,0.40000,0
110,0.15152,0.65909,0.18939,23.08046,2.44000,10.95000,1.00000,0
111,0.20896,0.13433,0.65672,17.11111,22.25000,23.14286,0.00000,0
112,0.29600,0.22400,0.48000,25.17857,15.58333,17.97297,0.50000,1
113,0.47761,0.12687,0.39552,28.47059,15.22642,22.64062,0.57140,2
114,0.58268,0.07874,0.33858,28.80000,11.20930,23.77027,0.37500,2
115,0.39344,0.33607,0.27049,22.90244,10.90909,19.00000,1.00000,2
116,0.49606,0.23622,0.26772,26.13333,17.17647,20.68254,0.42860,1
117,0.44335,0.22660,0.33005,31.26087,16.53731,23.54444,0.68750,2
118,0.49724,0.17680,0.32597,19.18750,13.62712,19.74444,0.00000,2
119,0.35714,0.49206,0.15079,22.95161,11.63158,23.48889,0.75000,2
120,0.40164,0.31148,0.28689,30.63158,12.08571,20.40816,0.77780,0
121,0.33835,0.13534,0.52632,25.66667,16.68571,23.35556,0.25000,0
122,0.43662,0.29577,0.26761,25.09524,10.10526,18.96774,1.00000,0
123,0.38710,0.35484,0.25806,17.61364,10.78125,16.64583,0.00000,2
124,0.28125,0.50781,0.21094,22.76923,10.11111,19.41667,1.00000,0
125,0.41463,0.28455,0.30081,29.97143,12.59459,24.25490,0.55560,0
126,0.20000,0.35385,0.44615,26.95652,16.72414,18.23077,1.00000,2
127,0.23770,0.54918,0.21311,27.59701,8.34615,22.06897,0.83330,2
128,0.27132,0.34884,0.37984,24.35556,13.71429,22.05714,0.80000,2
129,0.37209,0.39535,0.23256,19.86275,10.06667,17.27083,1.00000,2
130,0.39844,0.09375,0.50781,19.00000,16.80000,17.64706,0.00000,2
131,0.12030,0.60902,0.27068,24.04938,7.36111,17.31250,1.00000,1
132,0.08163,0.42857,0.48980,35.76190,24.25000,14.50000,0.80000,1
133,0.36719,0.35156,0.28125,22.53333,10.61111,19.14894,0.83330,2
134,0.21538,0.44615,0.33846,28.06897,12.72727,17.71429,1.00000,1
135,0.22689,0.26891,0.50420,29.09375,12.06667,24.51852,0.61540,1
136,0.29231,0.52308,0.18462,32.35294,7.00000,21.52632,1.00000,2
137,0.21600,0.66400,0.12000,21.36145,12.06667,18.48148,1.00000,1
138,0.28829,0.45045,0.26126,28.32000,16.58621,19.15625,0.88890,0
139,0.28000,0.56000,0.16000,25.21429,17.35000,25.68571,0.64710,0
140,0.23529,0.37500,0.38971,18.74510,15.03774,18.31250,0.37500,0
141,0.43158,0.36316,0.20526,26.00000,10.84615,18.58537,0.77780,1
142,0.19512,0.67480,0.13008,25.00000,14.06250,21.12500,0.92310,2
143,0.33333,0.16667,0.50000,15.55556,18.35185,22.63889,0.00000,0
144,0.09630,0.84444,0.05926,21.81579,8.37500,11.53846,1.00000,0
145,0.10569,0.74797,0.14634,23.55435,11.16667,14.53846,1.00000,0
146,0.10309,0.80412,0.09278,20.24359,9.16667,12.20000,1.00000,0
147,0.42537,0.02985,0.54478,12.75000,19.16438,20.66667,0.00000,1
148,0.18519,0.51852,0.29630,30.12857,16.40000,20.72000,0.85710,2
